scenario_id,scenario_label,policy,episode,seed,month,brief_risk_level,brief_confidence,marketing_spend_change_pct,rd_spend_change_pct,memory_count,brief_source
oracle_v1,Oracle v1,oracle_v1,0,0,0,LOW,0.8,56.00000000000001,-18.999999999999993,0,llm
oracle_v1,Oracle v1,oracle_v1,0,0,1,LOW,0.8,56.00000000000001,-18.999999999999993,0,reuse
oracle_v1,Oracle v1,oracle_v1,0,0,2,LOW,0.8,56.00000000000001,-18.999999999999993,0,reuse
oracle_v1,Oracle v1,oracle_v1,0,0,3,LOW,0.8,56.00000000000001,-18.999999999999993,0,reuse
oracle_v1,Oracle v1,oracle_v1,0,0,4,LOW,0.8,56.00000000000001,-18.999999999999993,0,reuse
oracle_v1,Oracle v1,oracle_v1,0,0,5,LOW,0.8,56.00000000000001,-18.999999999999993,0,reuse
oracle_v1,Oracle v1,oracle_v1,0,0,6,LOW,0.8,56.00000000000001,-18.999999999999993,0,reuse
oracle_v1,Oracle v1,oracle_v1,0,0,7,LOW,0.8,56.00000000000001,-18.999999999999993,0,reuse
oracle_v1,Oracle v1,oracle_v1,0,0,8,LOW,0.8,56.00000000000001,-18.999999999999993,0,reuse
oracle_v1,Oracle v1,oracle_v1,0,0,9,LOW,0.8,56.00000000000001,-18.999999999999993,0,reuse
oracle_v1,Oracle v1,oracle_v1,0,0,10,LOW,0.9,63.800000000000026,-5.499999999999996,0,llm
oracle_v1,Oracle v1,oracle_v1,0,0,11,LOW,0.9,63.800000000000026,-5.499999999999996,0,reuse
oracle_v1,Oracle v1,oracle_v1,0,0,12,LOW,0.9,63.800000000000026,-5.499999999999996,0,reuse
oracle_v1,Oracle v1,oracle_v1,0,0,13,LOW,0.9,63.800000000000026,-5.499999999999996,0,reuse
oracle_v1,Oracle v1,oracle_v1,0,0,14,LOW,0.9,63.800000000000026,-5.499999999999996,0,reuse
oracle_v1,Oracle v1,oracle_v1,0,0,15,LOW,0.9,63.800000000000026,-5.499999999999996,0,reuse
oracle_v1,Oracle v1,oracle_v1,0,0,16,LOW,0.9,63.800000000000026,-5.499999999999996,0,reuse
oracle_v1,Oracle v1,oracle_v1,0,0,17,LOW,0.9,63.800000000000026,-5.499999999999989,0,reuse
oracle_v1,Oracle v1,oracle_v1,0,0,18,LOW,0.9,63.800000000000026,-5.499999999999989,0,reuse
oracle_v1,Oracle v1,oracle_v1,0,0,19,LOW,0.9,63.800000000000026,-5.499999999999989,0,reuse
oracle_v1,Oracle v1,oracle_v1,0,0,20,LOW,0.9,56.00000000000001,-18.999999999999993,0,llm
oracle_v1,Oracle v1,oracle_v1,0,0,21,LOW,0.9,56.00000000000001,26.0,0,llm
oracle_v1,Oracle v1,oracle_v1,0,0,22,LOW,0.9,56.00000000000001,26.0,0,reuse
oracle_v1,Oracle v1,oracle_v1,0,0,23,LOW,0.9,56.00000000000001,26.0,0,reuse
oracle_v1,Oracle v1,oracle_v1,0,0,24,LOW,0.9,56.00000000000001,26.0,0,reuse
oracle_v1,Oracle v1,oracle_v1,0,0,25,MEDIUM,0.85,-10.75,3.9500000000000335,0,llm
oracle_v1,Oracle v1,oracle_v1,0,0,26,MEDIUM,0.85,-10.75,3.9500000000000335,0,reuse
oracle_v1,Oracle v1,oracle_v1,0,0,27,MEDIUM,0.85,-10.75,3.9500000000000335,0,reuse
oracle_v1,Oracle v1,oracle_v1,0,0,28,MEDIUM,0.85,-10.75,3.9500000000000335,0,reuse
oracle_v1,Oracle v1,oracle_v1,0,0,29,MEDIUM,0.85,-10.75,3.9500000000000335,0,reuse
oracle_v1,Oracle v1,oracle_v1,0,0,30,LOW,0.85,56.00000000000001,25.999999999999996,0,llm
oracle_v1,Oracle v1,oracle_v1,0,0,31,LOW,0.85,56.00000000000001,25.999999999999996,0,reuse
oracle_v1,Oracle v1,oracle_v1,0,0,32,LOW,0.85,56.00000000000001,25.999999999999996,0,reuse
oracle_v1,Oracle v1,oracle_v1,0,0,33,LOW,0.85,56.00000000000001,25.999999999999996,0,reuse
oracle_v1,Oracle v1,oracle_v1,0,0,34,LOW,0.85,56.00000000000001,25.999999999999996,0,reuse
oracle_v1,Oracle v1,oracle_v1,0,0,35,LOW,0.85,56.00000000000001,25.999999999999996,0,reuse
oracle_v1,Oracle v1,oracle_v1,0,0,36,LOW,0.85,56.00000000000001,25.999999999999996,0,reuse
oracle_v1,Oracle v1,oracle_v1,0,0,37,LOW,0.85,56.00000000000001,25.999999999999996,0,reuse
oracle_v1,Oracle v1,oracle_v1,0,0,38,LOW,0.85,56.00000000000001,25.999999999999996,0,reuse
oracle_v1,Oracle v1,oracle_v1,0,0,39,LOW,0.85,56.00000000000001,26.000000000000007,0,reuse
oracle_v1,Oracle v1,oracle_v1,0,0,40,LOW,0.9,56.00000000000001,-18.999999999999993,0,llm
oracle_v1,Oracle v1,oracle_v1,0,0,41,LOW,0.9,56.00000000000001,-18.999999999999993,0,reuse
oracle_v1,Oracle v1,oracle_v1,0,0,42,LOW,0.9,56.00000000000001,-18.999999999999993,0,reuse
oracle_v1,Oracle v1,oracle_v1,0,0,43,LOW,0.9,56.00000000000001,-18.999999999999993,0,reuse
oracle_v1,Oracle v1,oracle_v1,0,0,44,LOW,0.9,56.00000000000001,-18.999999999999993,0,reuse
oracle_v1,Oracle v1,oracle_v1,0,0,45,LOW,0.9,56.00000000000001,-18.999999999999993,0,reuse
oracle_v1,Oracle v1,oracle_v1,0,0,46,LOW,0.9,56.00000000000001,-18.999999999999993,0,reuse
oracle_v1,Oracle v1,oracle_v1,0,0,47,LOW,0.9,56.00000000000001,-18.999999999999993,0,reuse
oracle_v1,Oracle v1,oracle_v1,0,0,48,LOW,0.9,56.00000000000001,-18.999999999999993,0,reuse
oracle_v1,Oracle v1,oracle_v1,0,0,49,MEDIUM,0.8,-31.99999999999999,-11.999999999999996,0,llm
oracle_v1,Oracle v1,oracle_v1,0,0,50,MEDIUM,0.8,-31.99999999999999,-11.999999999999996,0,cache_hit
oracle_v1,Oracle v1,oracle_v1,0,0,51,MEDIUM,0.8,-31.99999999999999,-11.999999999999996,0,reuse
oracle_v1,Oracle v1,oracle_v1,0,0,52,MEDIUM,0.8,-31.99999999999999,-11.999999999999996,0,reuse
oracle_v1,Oracle v1,oracle_v1,0,0,53,MEDIUM,0.8,-31.99999999999999,-11.999999999999996,0,reuse
oracle_v1,Oracle v1,oracle_v1,0,0,54,MEDIUM,0.8,-31.99999999999999,-11.999999999999996,0,reuse
oracle_v1,Oracle v1,oracle_v1,0,0,55,MEDIUM,0.8,-31.99999999999999,-11.999999999999996,0,reuse
oracle_v1,Oracle v1,oracle_v1,0,0,56,MEDIUM,0.8,-31.99999999999999,-11.999999999999996,0,reuse
oracle_v1,Oracle v1,oracle_v1,0,0,57,MEDIUM,0.8,-31.99999999999999,-11.999999999999996,0,reuse
oracle_v1,Oracle v1,oracle_v1,0,0,58,MEDIUM,0.8,-31.99999999999999,-11.999999999999996,0,reuse
oracle_v1,Oracle v1,oracle_v1,0,0,59,LOW,0.8,20.0,26.0,0,llm
oracle_v1,Oracle v1,oracle_v1,0,0,60,MEDIUM,0.85,-10.75,15.50000000000003,0,llm
oracle_v1,Oracle v1,oracle_v1,0,0,61,MEDIUM,0.85,-10.75,15.50000000000003,0,reuse
oracle_v1,Oracle v1,oracle_v1,0,0,62,MEDIUM,0.85,-10.75,15.50000000000003,0,reuse
oracle_v1,Oracle v1,oracle_v1,0,0,63,MEDIUM,0.85,-10.75,15.50000000000003,0,reuse
oracle_v1,Oracle v1,oracle_v1,0,0,64,MEDIUM,0.85,-10.75,15.50000000000003,0,reuse
oracle_v1,Oracle v1,oracle_v1,0,0,65,MEDIUM,0.85,-10.75,15.50000000000003,0,reuse
oracle_v1,Oracle v1,oracle_v1,0,0,66,MEDIUM,0.85,-10.75,15.50000000000003,0,reuse
oracle_v1,Oracle v1,oracle_v1,0,0,67,MEDIUM,0.85,-10.75,15.50000000000003,0,reuse
oracle_v1,Oracle v1,oracle_v1,0,0,68,MEDIUM,0.85,-10.75,15.50000000000003,0,reuse
oracle_v1,Oracle v1,oracle_v1,0,0,69,MEDIUM,0.85,-10.75,15.50000000000003,0,reuse
oracle_v1,Oracle v1,oracle_v1,0,0,70,LOW,0.85,63.800000000000026,-5.5,0,llm
oracle_v1,Oracle v1,oracle_v1,0,0,71,LOW,0.8,20.0,-19.0,0,llm
oracle_v1,Oracle v1,oracle_v1,0,0,72,MEDIUM,0.8,-31.99999999999999,-20.799999999999986,0,llm
oracle_v1,Oracle v1,oracle_v1,0,0,73,MEDIUM,0.65,-46.44999999999999,61.700000000000024,0,llm
oracle_v1,Oracle v1,oracle_v1,0,0,74,MEDIUM,0.1,-15.0,10.000000000000014,0,llm
oracle_v1,Oracle v1,oracle_v1,0,0,75,MEDIUM,0.1,-15.0,10.000000000000014,0,reuse
oracle_v1,Oracle v1,oracle_v1,0,0,76,MEDIUM,0.1,-15.0,10.000000000000012,0,reuse
oracle_v1,Oracle v1,oracle_v1,0,0,77,MEDIUM,0.1,-15.0,10.000000000000007,0,reuse
oracle_v1,Oracle v1,oracle_v1,0,0,78,MEDIUM,0.55,-59.199999999999996,-11.999999999999995,0,llm
oracle_v1,Oracle v1,oracle_v1,0,0,79,MEDIUM,0.7,-46.44999999999999,61.70000000000003,0,llm
oracle_v1,Oracle v1,oracle_v1,0,0,80,MEDIUM,0.8,-59.199999999999996,-20.799999999999986,0,llm
oracle_v1,Oracle v1,oracle_v1,0,0,81,MEDIUM,0.8,-59.199999999999996,-20.799999999999986,0,reuse
oracle_v1,Oracle v1,oracle_v1,0,0,82,MEDIUM,0.8,-59.199999999999996,-20.799999999999983,0,reuse
oracle_v1,Oracle v1,oracle_v1,0,0,83,MEDIUM,0.7,-46.44999999999999,61.700000000000024,0,llm
oracle_v1,Oracle v1,oracle_v1,0,0,84,MEDIUM,0.7,-46.44999999999999,61.700000000000024,0,reuse
oracle_v1,Oracle v1,oracle_v1,0,0,85,MEDIUM,0.63,-46.44999999999999,15.50000000000002,0,llm
oracle_v1,Oracle v1,oracle_v1,0,0,86,MEDIUM,0.63,-46.44999999999999,15.500000000000016,0,reuse
oracle_v1,Oracle v1,oracle_v1,0,0,87,MEDIUM,0.63,-46.44999999999999,15.50000000000003,0,reuse
oracle_v1,Oracle v1,oracle_v1,0,0,88,MEDIUM,0.73,-49.0,54.000000000000014,0,llm
oracle_v1,Oracle v1,oracle_v1,0,0,89,MEDIUM,0.73,-49.0,53.99999999999999,0,reuse
oracle_v1,Oracle v1,oracle_v1,0,0,90,MEDIUM,0.6,-46.44999999999999,61.70000000000001,0,llm
oracle_v1,Oracle v1,oracle_v1,0,0,91,MEDIUM,0.6,-46.44999999999999,61.70000000000001,0,reuse
oracle_v1,Oracle v1,oracle_v1,0,0,92,LOW,0.8,-24.4,-5.499999999999986,0,llm
oracle_v1,Oracle v1,oracle_v1,0,0,93,LOW,0.8,-24.4,-5.499999999999988,0,reuse
oracle_v1,Oracle v1,oracle_v1,0,0,94,LOW,0.8,-24.4,-5.499999999999999,0,reuse
oracle_v1,Oracle v1,oracle_v1,0,0,95,LOW,0.7,-28.000000000000004,-18.999999999999993,0,llm
oracle_v1,Oracle v1,oracle_v1,0,0,96,LOW,0.7,-28.000000000000004,-18.999999999999993,0,reuse
oracle_v1,Oracle v1,oracle_v1,0,0,97,MEDIUM,0.7,-31.99999999999999,-20.799999999999983,0,llm
oracle_v1,Oracle v1,oracle_v1,0,0,98,MEDIUM,0.7,-32.0,-20.799999999999986,0,reuse
oracle_v1,Oracle v1,oracle_v1,0,0,99,MEDIUM,0.7,-32.0,-20.799999999999986,0,reuse
oracle_v1,Oracle v1,oracle_v1,0,0,100,MEDIUM,0.62,-49.0,10.000000000000009,0,llm
oracle_v1,Oracle v1,oracle_v1,0,0,101,MEDIUM,0.62,-49.0,10.000000000000012,0,reuse
oracle_v1,Oracle v1,oracle_v1,0,0,102,MEDIUM,0.5,-46.44999999999999,61.700000000000024,0,llm
