scenario_id,scenario_label,policy,episode,seed,month,retrieval_rank,document,source_month,stored_global_month,realized_outcome,outcome_bucket,memory_weight,similarity_score,recency_factor
oracle_v3_case_study,Oracle v3 Case Study,oracle_v3,12,12,0,1,"Episode month 0: MRR 50,000, avg churn 0.030, innovation 1.000. Trends were MRR FLAT, innovation FLAT, churn FLAT. After 6 months the realized outcome was GROWTH.",0,1206,GROWTH,POSITIVE,0.23726042681142526,0.6999182590937045,0.3389830508474576
oracle_v3_case_study,Oracle v3 Case Study,oracle_v3,12,12,0,2,"Episode month 0: MRR 50,000, avg churn 0.030, innovation 1.000. Trends were MRR FLAT, innovation FLAT, churn FLAT. After 6 months the realized outcome was GROWTH.",0,1086,GROWTH,POSITIVE,0.17719449597308973,0.6999182590937045,0.2531645569620253
oracle_v3_case_study,Oracle v3 Case Study,oracle_v3,12,12,0,3,"Episode month 0: MRR 50,000, avg churn 0.030, innovation 1.000. Trends were MRR FLAT, innovation FLAT, churn FLAT. After 6 months the realized outcome was GROWTH.",0,846,GROWTH,POSITIVE,0.11763332085608479,0.6999182590937045,0.1680672268907563
oracle_v3_case_study,Oracle v3 Case Study,oracle_v3,12,12,1,1,"Episode month 0: MRR 50,000, avg churn 0.030, innovation 1.000. Trends were MRR FLAT, innovation FLAT, churn FLAT. After 6 months the realized outcome was GROWTH.",0,1206,GROWTH,POSITIVE,0.23726042681142526,0.6999182590937045,0.3389830508474576
oracle_v3_case_study,Oracle v3 Case Study,oracle_v3,12,12,1,2,"Episode month 0: MRR 50,000, avg churn 0.030, innovation 1.000. Trends were MRR FLAT, innovation FLAT, churn FLAT. After 6 months the realized outcome was GROWTH.",0,1086,GROWTH,POSITIVE,0.17719449597308973,0.6999182590937045,0.2531645569620253
oracle_v3_case_study,Oracle v3 Case Study,oracle_v3,12,12,1,3,"Episode month 0: MRR 50,000, avg churn 0.030, innovation 1.000. Trends were MRR FLAT, innovation FLAT, churn FLAT. After 6 months the realized outcome was GROWTH.",0,846,GROWTH,POSITIVE,0.11763332085608479,0.6999182590937045,0.1680672268907563
oracle_v3_case_study,Oracle v3 Case Study,oracle_v3,12,12,2,1,"Episode month 0: MRR 50,000, avg churn 0.030, innovation 1.000. Trends were MRR FLAT, innovation FLAT, churn FLAT. After 6 months the realized outcome was GROWTH.",0,1206,GROWTH,POSITIVE,0.23726042681142526,0.6999182590937045,0.3389830508474576
oracle_v3_case_study,Oracle v3 Case Study,oracle_v3,12,12,2,2,"Episode month 0: MRR 50,000, avg churn 0.030, innovation 1.000. Trends were MRR FLAT, innovation FLAT, churn FLAT. After 6 months the realized outcome was GROWTH.",0,1086,GROWTH,POSITIVE,0.17719449597308973,0.6999182590937045,0.2531645569620253
oracle_v3_case_study,Oracle v3 Case Study,oracle_v3,12,12,2,3,"Episode month 0: MRR 50,000, avg churn 0.030, innovation 1.000. Trends were MRR FLAT, innovation FLAT, churn FLAT. After 6 months the realized outcome was GROWTH.",0,846,GROWTH,POSITIVE,0.11763332085608479,0.6999182590937045,0.1680672268907563
oracle_v3_case_study,Oracle v3 Case Study,oracle_v3,12,12,3,1,"Episode month 0: MRR 50,000, avg churn 0.030, innovation 1.000. Trends were MRR FLAT, innovation FLAT, churn FLAT. After 6 months the realized outcome was GROWTH.",0,1206,GROWTH,POSITIVE,0.23726042681142526,0.6999182590937045,0.3389830508474576
oracle_v3_case_study,Oracle v3 Case Study,oracle_v3,12,12,3,2,"Episode month 0: MRR 50,000, avg churn 0.030, innovation 1.000. Trends were MRR FLAT, innovation FLAT, churn FLAT. After 6 months the realized outcome was GROWTH.",0,1086,GROWTH,POSITIVE,0.17719449597308973,0.6999182590937045,0.2531645569620253
oracle_v3_case_study,Oracle v3 Case Study,oracle_v3,12,12,3,3,"Episode month 0: MRR 50,000, avg churn 0.030, innovation 1.000. Trends were MRR FLAT, innovation FLAT, churn FLAT. After 6 months the realized outcome was GROWTH.",0,846,GROWTH,POSITIVE,0.11763332085608479,0.6999182590937045,0.1680672268907563
oracle_v3_case_study,Oracle v3 Case Study,oracle_v3,12,12,4,1,"Episode month 0: MRR 50,000, avg churn 0.030, innovation 1.000. Trends were MRR FLAT, innovation FLAT, churn FLAT. After 6 months the realized outcome was GROWTH.",0,1206,GROWTH,POSITIVE,0.23726042681142526,0.6999182590937045,0.3389830508474576
oracle_v3_case_study,Oracle v3 Case Study,oracle_v3,12,12,4,2,"Episode month 0: MRR 50,000, avg churn 0.030, innovation 1.000. Trends were MRR FLAT, innovation FLAT, churn FLAT. After 6 months the realized outcome was GROWTH.",0,1086,GROWTH,POSITIVE,0.17719449597308973,0.6999182590937045,0.2531645569620253
oracle_v3_case_study,Oracle v3 Case Study,oracle_v3,12,12,4,3,"Episode month 0: MRR 50,000, avg churn 0.030, innovation 1.000. Trends were MRR FLAT, innovation FLAT, churn FLAT. After 6 months the realized outcome was GROWTH.",0,846,GROWTH,POSITIVE,0.11763332085608479,0.6999182590937045,0.1680672268907563
oracle_v3_case_study,Oracle v3 Case Study,oracle_v3,12,12,5,1,"Episode month 0: MRR 50,000, avg churn 0.030, innovation 1.000. Trends were MRR FLAT, innovation FLAT, churn FLAT. After 6 months the realized outcome was GROWTH.",0,1206,GROWTH,POSITIVE,0.23726042681142526,0.6999182590937045,0.3389830508474576
oracle_v3_case_study,Oracle v3 Case Study,oracle_v3,12,12,5,2,"Episode month 0: MRR 50,000, avg churn 0.030, innovation 1.000. Trends were MRR FLAT, innovation FLAT, churn FLAT. After 6 months the realized outcome was GROWTH.",0,1086,GROWTH,POSITIVE,0.17719449597308973,0.6999182590937045,0.2531645569620253
oracle_v3_case_study,Oracle v3 Case Study,oracle_v3,12,12,5,3,"Episode month 0: MRR 50,000, avg churn 0.030, innovation 1.000. Trends were MRR FLAT, innovation FLAT, churn FLAT. After 6 months the realized outcome was GROWTH.",0,846,GROWTH,POSITIVE,0.11763332085608479,0.6999182590937045,0.1680672268907563
oracle_v3_case_study,Oracle v3 Case Study,oracle_v3,12,12,6,1,"Episode month 0: MRR 50,000, avg churn 0.030, innovation 1.000. Trends were MRR FLAT, innovation FLAT, churn FLAT. After 6 months the realized outcome was GROWTH.",0,1206,GROWTH,POSITIVE,0.23726042681142526,0.6999182590937045,0.3389830508474576
oracle_v3_case_study,Oracle v3 Case Study,oracle_v3,12,12,6,2,"Episode month 0: MRR 50,000, avg churn 0.030, innovation 1.000. Trends were MRR FLAT, innovation FLAT, churn FLAT. After 6 months the realized outcome was GROWTH.",0,1086,GROWTH,POSITIVE,0.17719449597308973,0.6999182590937045,0.2531645569620253
oracle_v3_case_study,Oracle v3 Case Study,oracle_v3,12,12,6,3,"Episode month 0: MRR 50,000, avg churn 0.030, innovation 1.000. Trends were MRR FLAT, innovation FLAT, churn FLAT. After 6 months the realized outcome was GROWTH.",0,846,GROWTH,POSITIVE,0.11763332085608479,0.6999182590937045,0.1680672268907563
oracle_v3_case_study,Oracle v3 Case Study,oracle_v3,12,12,7,1,"Episode month 0: MRR 50,000, avg churn 0.030, innovation 1.000. Trends were MRR FLAT, innovation FLAT, churn FLAT. After 6 months the realized outcome was GROWTH.",0,1206,GROWTH,POSITIVE,0.23726042681142526,0.6999182590937045,0.3389830508474576
