scenario_id,scenario_label,policy,episode,seed,month,brief_risk_level,brief_confidence,marketing_spend_change_pct,rd_spend_change_pct,memory_count,brief_source
oracle_v1,Oracle v1,oracle_v1,0,0,0,LOW,0.9,56.00000000000001,-10.0,0,llm
oracle_v1,Oracle v1,oracle_v1,0,0,1,LOW,0.9,56.00000000000001,-10.0,0,reuse
oracle_v1,Oracle v1,oracle_v1,0,0,2,LOW,0.9,56.00000000000001,-10.0,0,reuse
oracle_v1,Oracle v1,oracle_v1,0,0,3,LOW,0.9,56.00000000000001,-10.0,0,reuse
oracle_v1,Oracle v1,oracle_v1,0,0,4,LOW,0.9,56.00000000000001,-10.0,0,reuse
oracle_v1,Oracle v1,oracle_v1,0,0,5,LOW,0.9,56.00000000000001,-10.0,0,reuse
oracle_v1,Oracle v1,oracle_v1,0,0,6,LOW,0.9,56.00000000000001,-10.000000000000004,0,reuse
oracle_v1,Oracle v1,oracle_v1,0,0,7,LOW,0.9,56.00000000000001,-10.000000000000004,0,reuse
oracle_v1,Oracle v1,oracle_v1,0,0,8,LOW,0.9,56.00000000000001,-10.000000000000004,0,reuse
oracle_v1,Oracle v1,oracle_v1,0,0,9,LOW,0.9,56.00000000000001,-10.000000000000004,0,reuse
oracle_v1,Oracle v1,oracle_v1,0,0,10,LOW,0.9,63.800000000000026,-14.949999999999996,0,llm
oracle_v1,Oracle v1,oracle_v1,0,0,11,LOW,0.9,63.800000000000026,-14.949999999999996,0,reuse
oracle_v1,Oracle v1,oracle_v1,0,0,12,LOW,0.9,63.800000000000026,-14.949999999999996,0,reuse
oracle_v1,Oracle v1,oracle_v1,0,0,13,LOW,0.9,63.800000000000026,-14.949999999999996,0,reuse
oracle_v1,Oracle v1,oracle_v1,0,0,14,LOW,0.9,63.800000000000026,-14.949999999999996,0,reuse
oracle_v1,Oracle v1,oracle_v1,0,0,15,LOW,0.9,63.800000000000026,-14.949999999999996,0,reuse
oracle_v1,Oracle v1,oracle_v1,0,0,16,LOW,0.9,63.800000000000026,-14.949999999999996,0,reuse
oracle_v1,Oracle v1,oracle_v1,0,0,17,LOW,0.9,63.800000000000026,-14.950000000000003,0,reuse
oracle_v1,Oracle v1,oracle_v1,0,0,18,LOW,0.9,63.800000000000026,-14.950000000000003,0,reuse
oracle_v1,Oracle v1,oracle_v1,0,0,19,LOW,0.9,63.800000000000026,-14.950000000000003,0,reuse
oracle_v1,Oracle v1,oracle_v1,0,0,20,LOW,0.92,56.00000000000001,-18.999999999999993,0,llm
oracle_v1,Oracle v1,oracle_v1,0,0,21,LOW,0.9,56.00000000000001,26.0,0,llm
oracle_v1,Oracle v1,oracle_v1,0,0,22,LOW,0.9,56.00000000000001,26.0,0,reuse
oracle_v1,Oracle v1,oracle_v1,0,0,23,LOW,0.9,56.00000000000001,26.0,0,reuse
oracle_v1,Oracle v1,oracle_v1,0,0,24,LOW,0.9,56.00000000000001,26.0,0,reuse
oracle_v1,Oracle v1,oracle_v1,0,0,25,HIGH,0.85,-70.0,81.99999999999997,0,llm
oracle_v1,Oracle v1,oracle_v1,0,0,26,HIGH,0.85,-70.0,81.99999999999997,0,reuse
oracle_v1,Oracle v1,oracle_v1,0,0,27,HIGH,0.85,-70.0,81.99999999999997,0,reuse
oracle_v1,Oracle v1,oracle_v1,0,0,28,HIGH,0.85,-70.0,81.99999999999997,0,reuse
oracle_v1,Oracle v1,oracle_v1,0,0,29,HIGH,0.85,-70.0,81.99999999999997,0,reuse
oracle_v1,Oracle v1,oracle_v1,0,0,30,LOW,0.85,56.00000000000001,-9.999999999999988,0,llm
oracle_v1,Oracle v1,oracle_v1,0,0,31,LOW,0.85,56.00000000000001,-9.999999999999988,0,reuse
oracle_v1,Oracle v1,oracle_v1,0,0,32,LOW,0.85,56.00000000000001,-9.999999999999993,0,reuse
oracle_v1,Oracle v1,oracle_v1,0,0,33,LOW,0.85,56.00000000000001,-9.999999999999993,0,reuse
oracle_v1,Oracle v1,oracle_v1,0,0,34,LOW,0.85,56.00000000000001,-9.999999999999993,0,reuse
oracle_v1,Oracle v1,oracle_v1,0,0,35,LOW,0.85,56.00000000000001,-9.999999999999993,0,reuse
oracle_v1,Oracle v1,oracle_v1,0,0,36,LOW,0.85,56.00000000000001,-9.999999999999993,0,reuse
oracle_v1,Oracle v1,oracle_v1,0,0,37,LOW,0.85,56.00000000000001,-9.999999999999993,0,reuse
oracle_v1,Oracle v1,oracle_v1,0,0,38,LOW,0.85,56.00000000000001,-9.999999999999993,0,reuse
oracle_v1,Oracle v1,oracle_v1,0,0,39,LOW,0.85,56.00000000000001,-9.99999999999999,0,reuse
oracle_v1,Oracle v1,oracle_v1,0,0,40,LOW,0.8,56.00000000000001,-10.000000000000005,0,llm
oracle_v1,Oracle v1,oracle_v1,0,0,41,LOW,0.8,56.00000000000001,-10.000000000000005,0,reuse
oracle_v1,Oracle v1,oracle_v1,0,0,42,LOW,0.8,56.00000000000001,-10.000000000000005,0,reuse
oracle_v1,Oracle v1,oracle_v1,0,0,43,LOW,0.8,56.00000000000001,-10.000000000000005,0,reuse
oracle_v1,Oracle v1,oracle_v1,0,0,44,LOW,0.8,56.00000000000001,-10.000000000000005,0,reuse
oracle_v1,Oracle v1,oracle_v1,0,0,45,LOW,0.8,56.00000000000001,-10.000000000000005,0,reuse
oracle_v1,Oracle v1,oracle_v1,0,0,46,LOW,0.8,56.00000000000001,-10.000000000000005,0,reuse
oracle_v1,Oracle v1,oracle_v1,0,0,47,LOW,0.8,56.00000000000001,-10.000000000000005,0,reuse
oracle_v1,Oracle v1,oracle_v1,0,0,48,LOW,0.8,56.00000000000001,-10.000000000000005,0,reuse
oracle_v1,Oracle v1,oracle_v1,0,0,49,MEDIUM,0.8,-49.0,53.99999999999999,0,llm
