episode,seed,policy,steps,final_mrr,final_cash,final_cac,final_ltv,final_ltv_cac,final_headcount,final_valuation_multiple,final_unemployment,final_innovation_factor,depression_months,cause,total_reward,avg_rule_40,pct_above_40,oracle_refresh_requests,cadence_refreshes,event_refreshes,cache_hits,llm_calls,scenario_id,scenario_label,post_shock_avg_rule40
10,10,boardroom,120,1389039.2089905269,45236104.56178261,183.35030280012393,498.06758652874584,2.716480850711795,86,0.5252789947049405,25.5,0.3638388763416731,89,Time Limit,-1480.6083509713758,-53.765647419300635,0.0,0,0,0,0,0,boardroom,Boardroom Baseline,-53.35601716017391
11,11,boardroom,120,290147.6756917549,6361807.08400483,43.32563063951332,179.6125148672467,4.145641095491375,50,1.0718186604036979,40.5,0.3094518513158039,82,Time Limit,-1564.9518587982004,-85.43018542055829,0.0,0,0,0,0,0,boardroom,Boardroom Baseline,-63.90664635147706
12,12,boardroom,120,1058000.655092348,107979190.48361492,76.35656754472033,126.38075749804487,1.6551393228097437,75,0.8370862531538332,17.5,0.4070387849252248,38,Time Limit,-1283.3922754014152,-36.01051273046034,0.0,0,0,0,0,0,boardroom,Boardroom Baseline,-34.511431843263786
13,13,boardroom,120,1916718.3758063656,59036635.935523205,192.94725461071064,400.39510040587464,2.0751531355743293,89,1.2948641784715105,20.0,0.38485137997564417,94,Time Limit,-1491.7379245013954,-48.34221535915522,0.0,0,0,0,0,0,boardroom,Boardroom Baseline,-48.97941108155527
14,14,boardroom,120,355287.4956144524,16700966.33197489,150.256347144904,243.0169724458295,1.6173491307589765,78,0.9258628301408492,37.5,0.30940354813998144,84,Time Limit,-1588.1638045375137,-80.39681485007107,0.0,0,0,0,0,0,boardroom,Boardroom Baseline,-48.4507692405114
15,15,boardroom,120,1700275.8141126551,71393618.62028217,48.245452395906014,137.80070951084113,2.8562424574245373,78,0.6834004654703412,20.5,0.3869852781867884,56,Time Limit,-1266.6364213319068,-43.79509999638129,0.0,0,0,0,0,0,boardroom,Boardroom Baseline,-38.2710229267755
16,16,boardroom,120,5148187.6765358895,132553393.45986883,275.6436924871055,421.8330366850012,1.530356210508007,89,0.8825264085547955,25.0,0.4497370259606227,72,Time Limit,-1295.0022943225565,-35.68505580554783,0.0,0,0,0,0,0,boardroom,Boardroom Baseline,-37.06444871670926
17,17,boardroom,120,1003285.8982968106,53464192.8836407,183.51615503749136,495.160569803298,2.6981851799485415,75,1.2721613529373095,30.5,0.3372909663332502,83,Time Limit,-1521.7331739194076,-47.56295852339751,0.0,0,0,0,0,0,boardroom,Boardroom Baseline,-38.33917403062611
18,18,boardroom,120,2145299.2576821474,118259337.9002166,118.96959689952456,186.80635029135948,1.5702024312070777,90,2.7611349364520064,12.5,0.5646952032929418,20,Time Limit,-978.0680167915542,-34.679537193084315,0.0,0,0,0,0,0,boardroom,Boardroom Baseline,-34.15202507729243
19,19,boardroom,120,3371969.464573601,82610713.59710716,144.18188661680549,497.2642433633613,3.4488676423339393,109,0.7610403163387518,27.0,0.4202893148139522,96,Time Limit,-1356.8938794615153,-45.39460246360185,0.0,0,0,0,0,0,boardroom,Boardroom Baseline,-50.13660717314
20,20,boardroom,120,389011.26294914546,36110294.45581951,154.36605863375945,357.8665172504437,2.3182979498070777,72,0.8374351579886019,33.0,0.311927581134331,60,Time Limit,-1547.643002251973,-60.36308998608327,0.0,0,0,0,0,0,boardroom,Boardroom Baseline,-41.06236318931561
21,21,boardroom,120,238087.43582374704,31023857.541124377,79.490940463914,190.5338118542611,2.3969248664350187,64,1.2423822757097605,20.0,0.3139410151073329,70,Time Limit,-1570.0184264590516,-70.38587708589833,0.0,0,0,0,0,0,boardroom,Boardroom Baseline,-41.90500169255556
22,22,boardroom,120,3233576.2100509596,90988823.41115354,132.1655523412748,328.45429740727997,2.4851732663224753,99,0.4567872688165678,24.5,0.42052613745373607,83,Time Limit,-1343.3396845181096,-41.32968143685817,0.0,0,0,0,0,0,boardroom,Boardroom Baseline,-43.29290731650074
23,23,boardroom,120,703215.5246314993,40985202.339584544,743.296576950012,1091.6061224931736,1.4686010353665144,71,1.2674115270222557,34.5,0.3147777756709585,80,Time Limit,-1567.2589032579467,-53.651614180699546,0.0,0,0,0,0,0,boardroom,Boardroom Baseline,-42.34199936355956
24,24,boardroom,120,979582.5513842658,58844164.11576733,58.496985931771135,107.3794420472898,1.835640594757027,76,0.8577762752764508,25.5,0.3605557661479657,59,Time Limit,-1318.3955348363704,-46.71786335225908,0.0,0,0,0,0,0,boardroom,Boardroom Baseline,-41.29374959276799
25,25,boardroom,120,5044148.9601434935,123975091.75832419,303.18142701148,624.1997368717741,2.058832373158989,104,1.1297404023500073,32.0,0.4473539548234774,88,Time Limit,-1299.8359049061744,-38.34698508838983,0.0,0,0,0,0,0,boardroom,Boardroom Baseline,-42.276481943739164
26,26,boardroom,120,240212.70671017747,8725807.457396489,402.6264623772934,456.6940004533804,1.134287095182088,65,0.697636653750688,39.0,0.30931886132054986,90,Time Limit,-1662.57953274808,-90.39509983711393,0.0,0,0,0,0,0,boardroom,Boardroom Baseline,-58.034322604123275
27,27,boardroom,120,576371.0241190395,12942337.915885478,77.00389666979925,182.1784063189097,2.365833603202053,78,1.5943640386863236,27.0,0.3098889016001935,87,Time Limit,-1436.508953044508,-75.13341345691188,0.0,0,0,0,0,0,boardroom,Boardroom Baseline,-58.30265285407423
28,28,boardroom,120,2981018.467254578,77909158.00689729,235.26695324892106,660.9148911392638,2.8092126072631696,97,1.0479884761878644,20.5,0.41355826237529436,80,Time Limit,-1349.7006567134126,-44.492325366406554,0.0,0,0,0,0,0,boardroom,Boardroom Baseline,-47.299509901747115
29,29,boardroom,120,1154124.882622361,61976246.635053635,565.774558819435,985.922519341062,1.7426066689854742,62,0.8073999283754971,33.5,0.35095445749448956,85,Time Limit,-1633.7422646518971,-43.33516573340448,0.0,0,0,0,0,0,boardroom,Boardroom Baseline,-40.76454963602356
30,30,boardroom,120,585545.1824465657,20840971.684210423,24.222801324446174,51.82397898690156,2.139470918031255,79,0.5815323057335864,29.5,0.3093869408310516,107,Time Limit,-1549.2566601953226,-68.1244477762811,0.0,0,0,0,0,0,boardroom,Boardroom Baseline,-56.853030202337884
31,31,boardroom,120,2776643.8948588995,80520597.3740868,156.3847034171147,483.4065440485727,3.091137006918215,97,1.86205256914445,15.5,0.41167335123383436,70,Time Limit,-1305.1046277429007,-43.17385767886181,0.0,0,0,0,0,0,boardroom,Boardroom Baseline,-44.96559665983122
32,32,boardroom,120,199133.55539344065,2416265.4829021804,270.10721793095786,482.33402111189406,1.7857131875505212,46,0.8607362820771438,45.5,0.3093189096241243,78,Time Limit,-1652.4099286670498,-101.19467164385118,0.0,0,0,0,0,0,boardroom,Boardroom Baseline,-64.78568493040943
33,33,boardroom,120,330603.36808954785,9473008.60424791,12.973709651505203,84.66536246783622,6.525917778498564,74,1.1751295759949456,25.0,0.3094517296553551,92,Time Limit,-1593.7349731688432,-86.68011006064077,0.0,0,0,0,0,0,boardroom,Boardroom Baseline,-56.612289352589904
34,34,boardroom,120,2657049.6445809472,75533759.5623622,166.47574312117635,562.7538886006633,3.380395714413717,97,0.875641270424999,23.5,0.4048393107635827,79,Time Limit,-1348.8914848222828,-43.95846972868249,0.0,0,0,0,0,0,boardroom,Boardroom Baseline,-43.67980718157057
35,35,boardroom,120,256249.70211889377,8157429.720755241,112.57189979225775,392.3647824514799,3.485459365752529,65,0.6537287545935437,43.5,0.30925968085133115,93,Time Limit,-1684.8459923854195,-90.42463829930293,0.0,0,0,0,0,0,boardroom,Boardroom Baseline,-59.271318784454735
36,36,boardroom,120,3400232.2105863746,123991761.06359911,296.48650249902096,169.37274081057575,0.5712662781710781,81,0.8231743817098863,23.0,0.4534938926756764,40,Time Limit,-1146.945041521217,-34.260980964591745,0.0,0,0,0,0,0,boardroom,Boardroom Baseline,-34.398653682014185
37,37,boardroom,120,2422117.447341068,53055254.01049746,60.08971495470425,510.1848915942559,8.490386282891079,104,0.914938958481565,25.0,0.3923270270573644,109,Time Limit,-1458.6933334282287,-53.465260812607326,0.0,0,0,0,0,0,boardroom,Boardroom Baseline,-53.272920442532964
38,38,boardroom,120,997886.056554619,36626209.96392022,121.30386631059498,346.41755169976375,2.855783267556961,81,1.5311363444572166,34.5,0.3319489307400671,78,Time Limit,-1456.0308006462305,-56.16399981061242,0.0,0,0,0,0,0,boardroom,Boardroom Baseline,-50.17764732694603
39,39,boardroom,111,20041.07571477126,-337494.10258993343,0.0,174.94712113924143,0.0,47,0.8576655906854298,26.0,0.30839720190598513,76,Bankruptcy,-1630.3274175411912,-261.3816698854826,0.0,0,0,0,0,0,boardroom,Boardroom Baseline,-62.08521463359523
40,40,boardroom,120,2041459.9471709507,81443499.44807525,1331.6973972758367,923.0420377605344,0.6931319680046977,83,0.840201805183445,27.5,0.39985087146899506,96,Time Limit,-1532.825206096911,-41.76585252501651,0.0,0,0,0,0,0,boardroom,Boardroom Baseline,-43.58479189646976
41,41,boardroom,120,692982.8512267811,39505190.9052463,579.1298384919611,1264.587253470937,2.1835988571472833,69,1.2477045962302062,33.0,0.31340877981287957,65,Time Limit,-1543.0850275887055,-54.35584192981473,0.0,0,0,0,0,0,boardroom,Boardroom Baseline,-42.638752456528906
42,42,boardroom,120,226467.7938314429,21161081.490406,76.85885072391035,177.60879308429008,2.310843727318928,76,1.2691042381897464,21.5,0.31084085779078857,92,Time Limit,-1574.8091222052283,-82.26374054745969,0.0,0,0,0,0,0,boardroom,Boardroom Baseline,-48.11910259035218
43,43,boardroom,120,1717892.7009004673,57492740.27999725,128.245733753448,400.5179049118109,3.1230505155189427,87,0.8710199339320741,30.5,0.3832442190091781,72,Time Limit,-1391.4752187811018,-48.984525477921274,0.0,0,0,0,0,0,boardroom,Boardroom Baseline,-45.49236588079477
44,44,boardroom,120,149247.27197542627,13901052.22905536,661.5217908672563,304.979279751847,0.46102680812981023,63,1.0995691423159972,39.0,0.3094517307166289,88,Time Limit,-1761.556981169882,-97.68884652463134,0.0,0,0,0,0,0,boardroom,Boardroom Baseline,-46.69089350005367
45,45,boardroom,120,249393.7774077551,47627218.603672676,90.3489786776123,149.09925243096833,1.6502594120404137,67,0.8949592497310751,22.5,0.34897197202399194,43,Time Limit,-1386.2213343146434,-62.29474267285694,0.0,0,0,0,0,0,boardroom,Boardroom Baseline,-36.494325037513846
46,46,boardroom,120,4210355.545692281,96788523.56986639,179.71783381470698,792.1965373039963,4.408001813113151,104,0.7358808442541658,32.5,0.43292233299955724,96,Time Limit,-1366.806791444088,-43.25180688109855,0.0,0,0,0,0,0,boardroom,Boardroom Baseline,-48.60019674952509
47,47,boardroom,120,201158.99697242465,3920469.3946709614,236.89748737415147,459.2952712048276,1.9387933417775143,62,0.992629752524676,33.0,0.31108507504824756,68,Time Limit,-1536.3025446232423,-106.09805582910326,0.0,0,0,0,0,0,boardroom,Boardroom Baseline,-55.996189676769376
48,48,boardroom,120,2829097.1782392403,86978300.93982102,105.16241953525291,292.26250182572073,2.779153457264717,98,2.1407421227520036,17.5,0.4141255068390302,78,Time Limit,-1198.8654497547652,-41.884874710989166,0.0,0,0,0,0,0,boardroom,Boardroom Baseline,-42.64147736885217
49,49,boardroom,120,1985779.873009811,56105233.99621602,245.08252575498952,461.0484822063907,1.8811968776072745,88,1.128471412193194,22.0,0.3850790719728827,72,Time Limit,-1379.5658036201578,-48.94177439570855,0.0,0,0,0,0,0,boardroom,Boardroom Baseline,-48.070851236074624
0,0,oracle_v1,120,17140.50451307248,50326572.92280018,133.28382003475053,152.1123237668898,1.1412662371714,57,0.7545852694965045,18.5,0.34134129823777715,49,Time Limit,-1549.7648833826584,-243.19455310625878,0.0,40,11,28,4,36,oracle_v1,Oracle v1,-27.901409200810324
1,1,oracle_v1,120,1183392.5361322868,71418074.26264405,590.4570489153596,1181.220120874612,2.0005182816336173,71,1.2136125553903807,24.5,0.35606233651414415,74,Time Limit,-1508.1308020545332,-41.62217552115865,0.0,32,11,20,2,30,oracle_v1,Oracle v1,-33.14667845401692
2,2,oracle_v1,120,1897661.6875380054,94079221.75992633,406.9773036751339,1039.8540614134956,2.555066466909295,64,1.767365396068711,34.0,0.3878242745662511,93,Time Limit,-1624.8149357310322,-34.550475890553074,0.0,24,11,12,1,23,oracle_v1,Oracle v1,-33.24739166032452
3,3,oracle_v1,120,246213.60684284178,37819164.28969052,113.16395435505663,345.5465139956876,3.0535033524148596,66,0.5561222371462791,29.5,0.31225566330521265,102,Time Limit,-1748.57178809817,-65.17657537000495,0.0,42,11,30,5,37,oracle_v1,Oracle v1,-43.24142696831487
4,4,oracle_v1,120,9571075.69156049,261257613.79564375,519.3134319431284,594.4114028861503,1.1446101069676282,90,1.0229757167841267,24.5,0.48212072640148584,72,Time Limit,-1164.1983439667488,-23.31757935587835,0.0,29,11,17,1,28,oracle_v1,Oracle v1,-26.338620832919055
5,5,oracle_v1,120,484373.3622649866,45898256.646071374,126.17983861795845,289.44403657461334,2.293900830313936,74,0.848352504862432,38.0,0.320945784086146,91,Time Limit,-1574.6173928157173,-54.421608789026,0.0,31,11,19,2,29,oracle_v1,Oracle v1,-40.75513463782003
6,6,oracle_v1,120,33940.593726039464,34937692.29173767,44.84604480010727,95.90899584734821,2.1386277491101913,61,1.1097674951210392,23.0,0.3156055648235258,79,Time Limit,-1743.896884299249,-173.81614966533348,0.0,44,11,32,5,39,oracle_v1,Oracle v1,-34.87398551945964
7,7,oracle_v1,120,2559371.8031356055,74194255.52158555,762.5528509073282,717.9264334294847,0.941477607191758,95,1.1294695404185615,21.0,0.4037456075059671,96,Time Limit,-1448.9774019383885,-45.57190351799283,0.0,27,11,15,1,26,oracle_v1,Oracle v1,-46.15016166893665
8,8,oracle_v1,120,252695.2691234679,28057663.41398701,120.67517364515813,319.06908121564857,2.644032501282012,74,0.8015706223358455,38.0,0.31266322905951127,67,Time Limit,-1568.5145462175892,-71.65828335550971,0.0,35,11,23,2,33,oracle_v1,Oracle v1,-40.36684137782872
9,9,oracle_v1,120,347784.44432635425,26881776.443247624,84.13313726699704,82.40395528610742,0.9794470759434294,76,0.4747429450578612,30.5,0.3104972013219904,99,Time Limit,-1605.5153762669165,-68.4502400750552,0.0,33,11,21,2,31,oracle_v1,Oracle v1,-49.474738056635026
10,10,oracle_v1,120,2368964.6829370107,83978972.89232452,412.4673239278755,891.2956247627764,2.1608878402174456,80,0.5252789947049405,25.5,0.404146617037583,89,Time Limit,-1511.0325558285872,-41.55320352422062,0.0,34,11,22,3,31,oracle_v1,Oracle v1,-44.170216616342856
11,11,oracle_v1,120,347991.6313699283,8037727.005605724,42.68991710323543,162.4636769399906,3.8056685972734674,66,1.0718186604036979,40.5,0.31279418374498763,82,Time Limit,-1574.405490600527,-84.30116435454511,0.0,30,11,18,1,29,oracle_v1,Oracle v1,-61.951292794269676
12,12,oracle_v1,120,1618490.6311660372,189533427.22688425,129.6798323737076,163.8413709270232,1.263429848173075,72,0.8370862531538332,17.5,0.4370943827434147,38,Time Limit,-1287.478677845491,-25.253989409582584,0.0,29,11,17,1,28,oracle_v1,Oracle v1,-23.834983043700372
13,13,oracle_v1,120,2988085.374491713,112341268.42645144,372.8622189940984,617.6652463140281,1.656550904997442,78,1.2948641784715105,20.0,0.4200457726528298,94,Time Limit,-1517.9500588009814,-33.57108542925563,0.0,25,11,13,1,24,oracle_v1,Oracle v1,-34.26400904466961
14,14,oracle_v1,120,848192.3429503771,69287417.24198204,556.9212348715577,615.9349703220705,1.1059642401032224,64,0.9258628301408492,37.5,0.32955823171712306,84,Time Limit,-1663.9177126663699,-41.932828208799826,0.0,30,11,18,1,29,oracle_v1,Oracle v1,-33.80246045710539
15,15,oracle_v1,120,2760312.306144876,120260704.02190158,108.9412119570904,242.10212508754668,2.2223189988276015,69,0.6834004654703412,20.5,0.42311080341109675,56,Time Limit,-1319.0455882278034,-34.9278937272484,0.0,26,11,14,2,24,oracle_v1,Oracle v1,-31.49166028735506
16,16,oracle_v1,120,8211473.969779839,228076072.24656898,541.1488225821275,584.9345176608023,1.0809124833160468,86,0.8825264085547955,25.0,0.4759921260135556,72,Time Limit,-1270.7365097386853,-26.017784587690617,0.0,28,11,16,2,26,oracle_v1,Oracle v1,-26.952857649583958
17,17,oracle_v1,120,2312895.957000198,117893693.57695709,803.050710596356,1289.1390954833796,1.6053022287048946,59,1.2721613529373095,30.5,0.40242101840773975,83,Time Limit,-1643.7158760842512,-30.49253326274964,0.0,25,11,13,2,23,oracle_v1,Oracle v1,-28.66029434679149
18,18,oracle_v1,120,3484215.1806416805,217263723.2455162,212.9386794079768,228.32996883606583,1.072280383586865,90,2.7611349364520064,12.5,0.5809197968366265,20,Time Limit,-942.310525246271,-23.945205211894645,0.0,25,11,13,1,24,oracle_v1,Oracle v1,-24.256142908571903
19,19,oracle_v1,120,4752621.435000524,128382323.49421498,244.4985355608104,692.3924880222518,2.831888078323657,107,0.7610403163387518,27.0,0.44481274326489945,96,Time Limit,-1335.1285060891485,-37.20125062858808,0.0,28,11,16,1,27,oracle_v1,Oracle v1,-43.521732212969056
20,20,oracle_v1,120,851863.4240721851,87791145.72315177,466.8984492704789,904.4556562791342,1.9371571220515535,56,0.8374351579886019,33.0,0.3423535736795999,60,Time Limit,-1640.395742834583,-35.00009781354012,0.0,27,11,15,2,25,oracle_v1,Oracle v1,-29.050145883356297
21,21,oracle_v1,120,378211.8123750092,64754067.79125491,116.88031574903313,247.91687101165255,2.12111739622592,62,1.2423822757097605,20.0,0.326666066416381,70,Time Limit,-1620.3632548508076,-49.255884268546325,0.0,31,11,19,2,29,oracle_v1,Oracle v1,-30.84229525471348
22,22,oracle_v1,120,6170323.735194951,186352258.68473002,361.6212727846827,593.7285288952672,1.6418517758184716,91,0.4567872688165678,24.5,0.46103101569662575,83,Time Limit,-1323.898452602057,-27.453649443181245,0.0,29,11,17,1,28,oracle_v1,Oracle v1,-29.673218345412167
23,23,oracle_v1,120,1259343.0675774054,79769200.15332676,1436.711075838601,1448.8368369302937,1.0084399440469372,68,1.2674115270222557,34.5,0.35938869164140913,80,Time Limit,-1577.8819929917165,-38.94487170166476,0.0,25,11,13,2,23,oracle_v1,Oracle v1,-32.89087440474907
24,24,oracle_v1,120,1720327.865354084,113948063.84682351,153.92428934692663,220.23318907194445,1.4307890587402072,66,0.8577762752764508,25.5,0.4072038597480434,59,Time Limit,-1362.5694191935772,-33.09523774393679,0.0,32,11,20,3,29,oracle_v1,Oracle v1,-33.1847111163892
25,25,oracle_v1,120,7453428.885869357,197021532.46975264,459.02840126239795,745.8176041672021,1.6247744194391682,102,1.1297404023500073,32.0,0.4690848486668625,88,Time Limit,-1254.596410374822,-29.303387212457565,0.0,35,11,23,3,32,oracle_v1,Oracle v1,-32.185396904915976
26,26,oracle_v1,120,316445.4925441906,27596984.586743645,532.0981262837432,650.3645839861432,1.2222643754233669,65,0.697636653750688,39.0,0.31698311951921704,90,Time Limit,-1685.3651126462,-67.98157440486146,0.8333333333333334,33,11,21,3,30,oracle_v1,Oracle v1,-45.77692859265465
27,27,oracle_v1,120,640025.0284567644,17861592.288614087,80.62726879212114,182.38362943949747,2.262058881217119,90,1.5943640386863236,27.0,0.31596993253521,87,Time Limit,-1436.6719649921004,-70.63320706589457,0.0,29,11,17,2,27,oracle_v1,Oracle v1,-55.000187020797334
28,28,oracle_v1,120,5839105.853545239,172000150.84188083,1006.2642313227212,1769.2769552489815,1.758262790403759,81,1.0479884761878644,20.5,0.45826052326501016,80,Time Limit,-1376.0051707493606,-29.1415769352158,0.0,25,11,13,3,22,oracle_v1,Oracle v1,-33.341557914450846
29,29,oracle_v1,120,2015201.0071191976,121537221.62271382,1042.6746651553494,1346.5487555259315,1.291437109316651,61,0.8073999283754971,33.5,0.39982249183428403,85,Time Limit,-1651.6508023337913,-30.513326446066475,0.0,30,11,18,1,29,oracle_v1,Oracle v1,-30.08610701546415
30,30,oracle_v1,120,914541.9293988718,38351116.23240944,29.729062253030904,68.55511500157574,2.3059965503818236,80,0.5815323057335864,29.5,0.3353020037608395,107,Time Limit,-1571.0757729335924,-56.69123177526184,0.0,39,11,27,4,35,oracle_v1,Oracle v1,-53.952388351442025
31,31,oracle_v1,120,5245456.798998628,159414177.5403184,458.853333581194,948.7711181044034,2.067700174911159,87,1.86205256914445,15.5,0.4531677904581739,70,Time Limit,-1329.1153331261314,-29.97254441567837,0.0,22,11,10,2,20,oracle_v1,Oracle v1,-31.659287665382358
32,32,oracle_v1,120,239226.2927619157,4940116.155377345,194.97967437818116,529.9188592165327,2.7178159000753377,60,0.8607362820771438,45.5,0.3140038945745414,78,Time Limit,-1670.7625412836135,-97.57461851470119,0.0,38,11,26,4,34,oracle_v1,Oracle v1,-62.08764526838214
33,33,oracle_v1,120,524318.5397264205,32121439.1568304,21.28323593369569,115.36176678392594,5.4203114199041895,80,1.1751295759949456,25.0,0.31181451965360185,92,Time Limit,-1575.3404698287936,-63.50939124440834,0.0,32,11,20,7,25,oracle_v1,Oracle v1,-45.870235896098045
34,34,oracle_v1,120,5520652.410463042,174420459.48046795,612.6168110965746,1304.1065806505205,2.1287476233572336,85,0.875641270424999,23.5,0.4544367133670302,79,Time Limit,-1347.8137575437925,-28.122932069597535,0.0,28,11,16,4,24,oracle_v1,Oracle v1,-29.402367997881274
35,35,oracle_v1,120,298235.5795157294,19328484.107196838,133.6997101369642,417.03234458139997,3.11917164333554,75,0.6537287545935437,43.5,0.3209921092668288,93,Time Limit,-1648.1932332673161,-78.07365898636665,0.0,36,11,24,2,34,oracle_v1,Oracle v1,-51.27896009461105
36,36,oracle_v1,120,5776887.204535331,233776678.2967929,694.3515263363032,267.3665343046936,0.38505933113654145,70,0.8231743817098863,23.0,0.4835563404430304,40,Time Limit,-1128.3518667303445,-21.71634619294517,0.0,29,11,17,1,28,oracle_v1,Oracle v1,-20.897334548884587
37,37,oracle_v1,120,3175980.7629128494,76148156.53650995,76.53657884883779,550.1923214152362,7.1886192156809585,106,0.914938958481565,25.0,0.4140928475046054,109,Time Limit,-1444.4229775779147,-47.48884556882461,0.0,29,11,17,3,26,oracle_v1,Oracle v1,-49.42300537069028
38,38,oracle_v1,120,1876542.9339041663,83596330.66119713,304.57372620430067,661.1284502802853,2.1706680301005883,69,1.5311363444572166,34.5,0.3848522318169088,78,Time Limit,-1487.1613488188984,-37.75817160363187,0.0,28,11,16,3,25,oracle_v1,Oracle v1,-35.84081834650876
39,39,oracle_v1,117,18836.354411510394,-148666.4186808986,0.0,163.64497984481423,0.0,58,0.8202126016660924,27.5,0.3091834014794454,82,Bankruptcy,-1763.6627551208537,-372.6420906603249,0.0,49,11,37,8,41,oracle_v1,Oracle v1,-58.678449702240805
40,40,oracle_v1,120,3259355.1371947024,139984232.3665086,2776.919876149787,1434.7140603705388,0.5166566283359162,75,0.840201805183445,27.5,0.4340096732384214,96,Time Limit,-1550.1953395118514,-30.921680824450316,0.0,33,11,21,2,31,oracle_v1,Oracle v1,-33.155670879354155
41,41,oracle_v1,120,1475639.891389558,94004934.15328838,1393.3608068198264,2540.4000651074507,1.8232176853787063,59,1.2477045962302062,33.0,0.37291221416973225,65,Time Limit,-1639.8662459837185,-34.0226406926662,0.0,26,11,14,3,23,oracle_v1,Oracle v1,-30.00715068282015
42,42,oracle_v1,120,604910.0064360532,83412834.25942223,296.8121116165716,501.19263180177694,1.6885855131451932,58,1.2691042381897464,21.5,0.33583408850562807,92,Time Limit,-1683.310089001744,-40.54805106638687,0.0,34,11,22,5,29,oracle_v1,Oracle v1,-31.529769866607314
43,43,oracle_v1,120,2752293.975553964,104543031.7534852,250.26052017568438,553.1241413893364,2.2101933657016293,83,0.8710199339320741,30.5,0.4212640306116268,72,Time Limit,-1403.4933977448543,-37.80116378042711,0.0,36,11,24,2,34,oracle_v1,Oracle v1,-37.4586110116701
44,44,oracle_v1,120,176393.41814781606,23821522.676909503,614.8308097890153,294.1074208403168,0.47835504688068964,69,1.0995691423159972,39.0,0.3135175866749955,88,Time Limit,-1730.959470555691,-85.44170701834852,0.0,37,11,25,3,34,oracle_v1,Oracle v1,-44.685787722015824
45,45,oracle_v1,120,373024.4603986293,93722133.98397519,126.81993338976137,164.19773156579643,1.2947312553868027,65,0.8949592497310751,22.5,0.356317691000979,43,Time Limit,-1437.8324640546618,-42.88048235807533,0.0,30,11,18,3,27,oracle_v1,Oracle v1,-26.578261050135893
46,46,oracle_v1,120,5765531.745097158,147143366.18952277,280.2573464184623,999.6789146490258,3.5670034253316927,102,0.7358808442541658,32.5,0.45364011902653123,96,Time Limit,-1326.2358814602776,-34.38321622169674,0.0,34,11,22,3,31,oracle_v1,Oracle v1,-39.459476788163656
